model,intervention,image_identifier,cosine_stability
vit_b_16,patch_shuffle,4735,0.6968366503715515
vit_b_16,patch_shuffle,5912,0.7228686809539795
vit_b_16,patch_shuffle,3844,0.6882064938545227
vit_b_16,patch_shuffle,1263,0.6429654359817505
vit_b_16,patch_shuffle,3404,0.759920597076416
vit_b_16,patch_shuffle,3905,0.640531599521637
vit_b_16,patch_shuffle,1596,0.8411736488342285
vit_b_16,patch_shuffle,3083,0.5838708281517029
vit_b_16,patch_shuffle,2003,0.7397320866584778
vit_b_16,patch_shuffle,5030,0.835422158241272
vit_b_16,patch_shuffle,95,0.6696954369544983
vit_b_16,patch_shuffle,2757,0.6885012984275818
vit_b_16,patch_shuffle,3413,0.6548386216163635
vit_b_16,patch_shuffle,5488,0.21456053853034973
vit_b_16,patch_shuffle,4827,0.6426120400428772
vit_b_16,patch_shuffle,1877,0.6185928583145142
vit_b_16,patch_shuffle,2157,0.7075610160827637
vit_b_16,patch_shuffle,4821,0.6889136433601379
vit_b_16,patch_shuffle,4953,0.4956628680229187
vit_b_16,patch_shuffle,5525,0.7886173129081726
vit_b_16,patch_shuffle,5381,0.6525456309318542
vit_b_16,patch_shuffle,672,0.6260820627212524
vit_b_16,patch_shuffle,323,0.7132503986358643
vit_b_16,patch_shuffle,5436,0.86873459815979
vit_b_16,patch_shuffle,5450,0.6341904401779175
vit_b_16,patch_shuffle,6358,0.6952133774757385
vit_b_16,patch_shuffle,372,0.5812292098999023
vit_b_16,patch_shuffle,378,0.616271436214447
vit_b_16,patch_shuffle,7706,0.44457370042800903
vit_b_16,patch_shuffle,2178,0.5399277806282043
vit_b_16,patch_shuffle,5237,0.5968830585479736
vit_b_16,patch_shuffle,5478,0.643216609954834
vit_b_16,patch_shuffle,5452,0.4205932915210724
vit_b_16,patch_shuffle,5623,0.6185005307197571
vit_b_16,patch_shuffle,6772,0.7084725499153137
vit_b_16,patch_shuffle,1111,0.7004679441452026
vit_b_16,patch_shuffle,5528,0.7032451629638672
vit_b_16,patch_shuffle,3777,0.5491851568222046
vit_b_16,patch_shuffle,2458,0.6845751404762268
vit_b_16,patch_shuffle,4921,0.6246806383132935
vit_b_16,patch_shuffle,3015,0.6065880060195923
vit_b_16,patch_shuffle,7476,0.7800455093383789
vit_b_16,patch_shuffle,1520,0.5982282161712646
vit_b_16,patch_shuffle,6713,0.536706268787384
vit_b_16,patch_shuffle,1852,0.5736862421035767
vit_b_16,patch_shuffle,2268,0.7168020606040955
vit_b_16,patch_shuffle,151,0.6906301975250244
vit_b_16,patch_shuffle,890,0.7981774210929871
vit_b_16,patch_shuffle,825,0.7872467637062073
vit_b_16,patch_shuffle,2536,0.7194195985794067
vit_b_16,patch_shuffle,470,0.7599530220031738
vit_b_16,patch_shuffle,5256,0.6170440912246704
vit_b_16,patch_shuffle,2011,0.6549537181854248
vit_b_16,patch_shuffle,7150,0.5091092586517334
vit_b_16,patch_shuffle,449,0.3961198031902313
vit_b_16,patch_shuffle,2704,0.5932109951972961
vit_b_16,patch_shuffle,3437,0.6875017285346985
vit_b_16,patch_shuffle,3375,0.6177557706832886
vit_b_16,patch_shuffle,4552,0.6474844813346863
vit_b_16,patch_shuffle,920,0.6912663578987122
vit_b_16,patch_shuffle,2242,0.7156948447227478
vit_b_16,patch_shuffle,2745,0.7067117691040039
vit_b_16,patch_shuffle,1032,0.7225977778434753
vit_b_16,patch_shuffle,365,0.687635064125061
vit_b_16,patch_shuffle,4850,0.5983938574790955
vit_b_16,patch_shuffle,4819,0.7509511113166809
vit_b_16,patch_shuffle,7338,0.5871343016624451
vit_b_16,patch_shuffle,7372,0.7385438680648804
vit_b_16,patch_shuffle,1090,0.671691358089447
vit_b_16,patch_shuffle,5062,0.6562408208847046
vit_b_16,patch_shuffle,981,0.5753889679908752
vit_b_16,patch_shuffle,5857,0.6709073781967163
vit_b_16,patch_shuffle,1986,0.8675647377967834
vit_b_16,patch_shuffle,5560,0.8293598890304565
vit_b_16,patch_shuffle,1814,0.36685991287231445
vit_b_16,patch_shuffle,194,0.6427760124206543
vit_b_16,patch_shuffle,1993,0.6526687145233154
vit_b_16,patch_shuffle,5333,0.6759486198425293
vit_b_16,patch_shuffle,4311,0.7968060970306396
vit_b_16,patch_shuffle,7425,0.6648399829864502
vit_b_16,patch_shuffle,3889,0.6046209335327148
vit_b_16,patch_shuffle,4308,0.5771145820617676
vit_b_16,patch_shuffle,1960,0.6356995105743408
vit_b_16,patch_shuffle,4399,0.43124839663505554
vit_b_16,patch_shuffle,3191,0.6129398345947266
vit_b_16,patch_shuffle,1626,0.7226107120513916
vit_b_16,patch_shuffle,176,0.7125990390777588
vit_b_16,patch_shuffle,7726,0.7238788604736328
vit_b_16,patch_shuffle,2334,0.6721826791763306
vit_b_16,patch_shuffle,1648,0.6541143655776978
vit_b_16,patch_shuffle,6084,0.8287104964256287
vit_b_16,patch_shuffle,3455,0.6667640805244446
vit_b_16,patch_shuffle,1468,0.7529386281967163
vit_b_16,patch_shuffle,1296,0.5395877957344055
vit_b_16,patch_shuffle,5213,0.6909534931182861
vit_b_16,patch_shuffle,7047,0.48528626561164856
vit_b_16,patch_shuffle,5360,0.5993291735649109
vit_b_16,patch_shuffle,5824,0.6676591038703918
vit_b_16,patch_shuffle,7460,0.6759018301963806
vit_b_16,patch_shuffle,4791,0.6409645676612854
vit_b_16,patch_shuffle,6692,0.6021632552146912
vit_b_16,patch_shuffle,6931,0.7323827743530273
vit_b_16,patch_shuffle,667,0.6191431283950806
vit_b_16,patch_shuffle,7781,0.6740135550498962
vit_b_16,patch_shuffle,7793,0.6244468092918396
vit_b_16,patch_shuffle,1411,0.5208647847175598
vit_b_16,patch_shuffle,1473,0.7393397688865662
vit_b_16,patch_shuffle,7130,0.671148955821991
vit_b_16,patch_shuffle,1956,0.5561494827270508
vit_b_16,patch_shuffle,6716,0.610640823841095
vit_b_16,patch_shuffle,4106,0.7296139001846313
vit_b_16,patch_shuffle,3494,0.530262291431427
vit_b_16,patch_shuffle,691,0.6367010474205017
vit_b_16,patch_shuffle,5220,0.5572724342346191
vit_b_16,patch_shuffle,4908,0.7542251348495483
vit_b_16,patch_shuffle,7029,0.7573907375335693
vit_b_16,patch_shuffle,4130,0.673314094543457
vit_b_16,patch_shuffle,7938,0.48717889189720154
vit_b_16,patch_shuffle,5101,0.7560158371925354
vit_b_16,patch_shuffle,1515,0.6818335056304932
vit_b_16,patch_shuffle,3287,0.721818208694458
vit_b_16,patch_shuffle,716,0.6631625890731812
vit_b_16,patch_shuffle,4236,0.8089505434036255
vit_b_16,patch_shuffle,5408,0.5535333752632141
vit_b_16,patch_shuffle,5496,0.7256686091423035
vit_b_16,patch_shuffle,3365,0.5701878070831299
vit_b_16,patch_shuffle,4323,0.3492248058319092
vit_b_16,patch_shuffle,5467,0.6855414509773254
vit_b_16,patch_shuffle,1644,0.4749360680580139
vit_b_16,patch_shuffle,3948,0.6787353754043579
vit_b_16,patch_shuffle,6726,0.6778539419174194
vit_b_16,patch_shuffle,5395,0.5051460862159729
vit_b_16,patch_shuffle,1579,0.7292358875274658
vit_b_16,patch_shuffle,5918,0.7266462445259094
vit_b_16,patch_shuffle,7041,0.8002356886863708
vit_b_16,patch_shuffle,506,0.5287454724311829
vit_b_16,patch_shuffle,4011,0.626599133014679
vit_b_16,patch_shuffle,5981,0.4576622545719147
vit_b_16,patch_shuffle,409,0.6181371212005615
vit_b_16,patch_shuffle,6954,0.6539407968521118
vit_b_16,patch_shuffle,7555,0.640569806098938
vit_b_16,patch_shuffle,3965,0.8177621960639954
vit_b_16,patch_shuffle,7266,0.596788763999939
vit_b_16,patch_shuffle,4785,0.6034538745880127
vit_b_16,patch_shuffle,6028,0.5058568120002747
vit_b_16,patch_shuffle,6503,0.6592776775360107
vit_b_16,patch_shuffle,6414,0.43334800004959106
vit_b_16,patch_shuffle,5382,0.6947400569915771
vit_b_16,patch_shuffle,6836,0.721939742565155
vit_b_16,patch_shuffle,6508,0.5862315893173218
vit_b_16,patch_shuffle,3994,0.6698964834213257
vit_b_16,patch_shuffle,3942,0.6557698249816895
vit_b_16,patch_shuffle,3542,0.7282692790031433
vit_b_16,patch_shuffle,6952,0.6180415749549866
vit_b_16,patch_shuffle,4290,0.7000900506973267
vit_b_16,patch_shuffle,7446,0.6691144108772278
vit_b_16,patch_shuffle,6169,0.5887618064880371
vit_b_16,patch_shuffle,1109,0.5664665102958679
vit_b_16,patch_shuffle,3179,0.6572619676589966
vit_b_16,patch_shuffle,7835,0.6769771575927734
vit_b_16,patch_shuffle,7390,0.7759155631065369
vit_b_16,patch_shuffle,568,0.5869302749633789
vit_b_16,patch_shuffle,4629,0.6304614543914795
vit_b_16,patch_shuffle,7138,0.7352321743965149
vit_b_16,patch_shuffle,5284,0.7700307965278625
vit_b_16,patch_shuffle,3,0.8327239751815796
vit_b_16,patch_shuffle,2690,0.6502161026000977
vit_b_16,patch_shuffle,5858,0.583938479423523
vit_b_16,patch_shuffle,1266,0.7645798921585083
vit_b_16,patch_shuffle,3034,0.7028826475143433
vit_b_16,patch_shuffle,2655,0.5205066204071045
vit_b_16,patch_shuffle,6190,0.7581729292869568
vit_b_16,patch_shuffle,4170,0.708654522895813
vit_b_16,patch_shuffle,7380,0.6364602446556091
vit_b_16,patch_shuffle,7752,0.6531165838241577
vit_b_16,patch_shuffle,3996,0.5061611533164978
vit_b_16,patch_shuffle,1204,0.4890855550765991
vit_b_16,patch_shuffle,1654,0.6577113270759583
vit_b_16,patch_shuffle,4746,0.6229292750358582
vit_b_16,patch_shuffle,4590,0.7679970860481262
vit_b_16,patch_shuffle,562,0.7108728289604187
vit_b_16,patch_shuffle,7108,0.5232442021369934
vit_b_16,patch_shuffle,5999,0.585756242275238
vit_b_16,patch_shuffle,1403,0.4769463539123535
vit_b_16,patch_shuffle,4403,0.6581599712371826
vit_b_16,patch_shuffle,6332,0.5788002610206604
vit_b_16,patch_shuffle,6264,0.6034278869628906
vit_b_16,patch_shuffle,303,0.6967376470565796
vit_b_16,patch_shuffle,791,0.8665876984596252
vit_b_16,patch_shuffle,3067,0.6532142758369446
vit_b_16,patch_shuffle,484,0.6138449907302856
vit_b_16,patch_shuffle,1370,0.7850837707519531
vit_b_16,patch_shuffle,4069,0.6831938028335571
vit_b_16,patch_shuffle,7373,0.5476240515708923
vit_b_16,patch_shuffle,4330,0.7681767344474792
vit_b_16,patch_shuffle,5701,0.7800999879837036
vit_b_16,patch_shuffle,7465,0.5194666385650635
vit_b_16,patch_shuffle,1531,0.6716435551643372
vit_b_16,patch_shuffle,4676,0.547590434551239
vit_b_16,patch_shuffle,4531,0.5524778366088867
vit_b_16,patch_shuffle,706,0.4325520396232605
vit_b_16,patch_shuffle,2844,0.8197025656700134
vit_b_16,patch_shuffle,3755,0.6202366948127747
vit_b_16,patch_shuffle,5848,0.8244125247001648
vit_b_16,patch_shuffle,2114,0.7664851546287537
vit_b_16,patch_shuffle,3876,0.7858734726905823
vit_b_16,patch_shuffle,677,0.6377925276756287
vit_b_16,patch_shuffle,2116,0.6314986348152161
vit_b_16,patch_shuffle,4661,0.798477053642273
vit_b_16,patch_shuffle,2676,0.6835704445838928
vit_b_16,patch_shuffle,3025,0.7553038597106934
vit_b_16,patch_shuffle,4449,0.7007072567939758
vit_b_16,patch_shuffle,977,0.7822420597076416
vit_b_16,patch_shuffle,4990,0.7467168569564819
vit_b_16,patch_shuffle,7309,0.6853625774383545
vit_b_16,patch_shuffle,1048,0.7277113199234009
vit_b_16,patch_shuffle,3276,0.7750389575958252
vit_b_16,patch_shuffle,5512,0.6615115404129028
vit_b_16,patch_shuffle,7692,0.5588226318359375
vit_b_16,patch_shuffle,1436,0.7313653826713562
vit_b_16,patch_shuffle,7544,0.7055222392082214
vit_b_16,patch_shuffle,3383,0.8888391852378845
vit_b_16,patch_shuffle,1977,0.8985398411750793
vit_b_16,patch_shuffle,2750,0.6960256099700928
vit_b_16,patch_shuffle,7996,0.5831520557403564
vit_b_16,patch_shuffle,6989,0.7841098308563232
vit_b_16,patch_shuffle,1431,0.709586501121521
vit_b_16,patch_shuffle,7416,0.6188351511955261
vit_b_16,patch_shuffle,4547,0.825602650642395
vit_b_16,patch_shuffle,42,0.577972948551178
vit_b_16,patch_shuffle,5117,0.7526642084121704
vit_b_16,patch_shuffle,4411,0.6783018708229065
vit_b_16,patch_shuffle,5789,0.6378652453422546
vit_b_16,patch_shuffle,483,0.5891822576522827
vit_b_16,patch_shuffle,6650,0.5594855546951294
vit_b_16,patch_shuffle,4881,0.678044319152832
vit_b_16,patch_shuffle,391,0.593244194984436
vit_b_16,patch_shuffle,370,0.7916674613952637
vit_b_16,patch_shuffle,419,0.5480332970619202
vit_b_16,patch_shuffle,3318,0.27464941143989563
vit_b_16,patch_shuffle,4355,0.6243830919265747
vit_b_16,patch_shuffle,5402,0.6467480063438416
vit_b_16,patch_shuffle,5332,0.589957058429718
vit_b_16,patch_shuffle,239,0.634959876537323
vit_b_16,patch_shuffle,6271,0.7992845177650452
vit_b_16,patch_shuffle,1129,0.6399635076522827
vit_b_16,patch_shuffle,2391,0.6535820960998535
vit_b_16,patch_shuffle,191,0.6652859449386597
vit_b_16,patch_shuffle,5447,0.6314458250999451
vit_b_16,patch_shuffle,6528,0.5961511731147766
clip_vit_b_32,grayscale,632,0.9111994504928589
clip_vit_b_32,grayscale,131,0.8323926329612732
clip_vit_b_32,grayscale,7081,0.8894777894020081
clip_vit_b_32,grayscale,1836,0.9124647974967957
clip_vit_b_32,grayscale,6437,0.9242600202560425
clip_vit_b_32,grayscale,6609,0.9152611494064331
clip_vit_b_32,grayscale,3467,0.9019722938537598
clip_vit_b_32,grayscale,1401,0.9088864922523499
clip_vit_b_32,grayscale,1839,0.9410697817802429
clip_vit_b_32,grayscale,4168,0.9082211256027222
clip_vit_b_32,grayscale,35,0.8117175698280334
clip_vit_b_32,grayscale,4177,0.9229609966278076
clip_vit_b_32,grayscale,7270,0.8922329545021057
clip_vit_b_32,grayscale,2265,0.9049162268638611
clip_vit_b_32,grayscale,3288,0.9009667634963989
clip_vit_b_32,grayscale,5451,0.8153128623962402
clip_vit_b_32,grayscale,4023,0.9132944941520691
clip_vit_b_32,grayscale,261,0.9077088832855225
clip_vit_b_32,grayscale,4570,0.8890936374664307
clip_vit_b_32,grayscale,4966,0.8486502766609192
clip_vit_b_32,grayscale,7955,0.8799455165863037
clip_vit_b_32,grayscale,6288,0.9107199311256409
clip_vit_b_32,grayscale,7810,0.8519086241722107
clip_vit_b_32,grayscale,1927,0.8887786865234375
clip_vit_b_32,grayscale,1871,0.8562762141227722
clip_vit_b_32,grayscale,6922,0.8954464197158813
clip_vit_b_32,grayscale,3512,0.8872377276420593
clip_vit_b_32,grayscale,4754,0.926674485206604
clip_vit_b_32,grayscale,714,0.7988104820251465
clip_vit_b_32,grayscale,2191,0.8893945217132568
clip_vit_b_32,grayscale,4615,0.8876357674598694
clip_vit_b_32,grayscale,4662,0.948620080947876
clip_vit_b_32,grayscale,5915,0.7720319032669067
clip_vit_b_32,grayscale,766,0.8897124528884888
clip_vit_b_32,grayscale,5218,0.9036401510238647
clip_vit_b_32,grayscale,2340,0.8874192833900452
clip_vit_b_32,grayscale,1954,0.8570814728736877
clip_vit_b_32,grayscale,7875,0.8864235281944275
clip_vit_b_32,grayscale,3418,0.9487572908401489
clip_vit_b_32,grayscale,5572,0.8567550778388977
clip_vit_b_32,grayscale,5977,0.8949931859970093
clip_vit_b_32,grayscale,5123,0.8424456119537354
clip_vit_b_32,grayscale,5851,0.957446277141571
clip_vit_b_32,grayscale,4094,0.8868937492370605
clip_vit_b_32,grayscale,4254,0.9085553884506226
clip_vit_b_32,grayscale,2501,0.9205002188682556
clip_vit_b_32,grayscale,6938,0.9135355949401855
clip_vit_b_32,grayscale,171,0.9147236943244934
clip_vit_b_32,grayscale,4215,0.8436944484710693
clip_vit_b_32,grayscale,5705,0.9195420145988464
clip_vit_b_32,grayscale,3458,0.9454273581504822
clip_vit_b_32,grayscale,1220,0.9252288341522217
clip_vit_b_32,grayscale,962,0.8646784424781799
clip_vit_b_32,grayscale,2950,0.9330229759216309
clip_vit_b_32,grayscale,2623,0.8982445597648621
clip_vit_b_32,grayscale,4539,0.9737960696220398
clip_vit_b_32,grayscale,1553,0.8019627332687378
clip_vit_b_32,grayscale,4740,0.9162483215332031
clip_vit_b_32,grayscale,6844,0.8796201944351196
clip_vit_b_32,grayscale,2668,0.9027949571609497
clip_vit_b_32,grayscale,3153,0.8895493149757385
clip_vit_b_32,grayscale,5135,0.9165748357772827
clip_vit_b_32,grayscale,2291,0.7915441393852234
clip_vit_b_32,grayscale,116,0.9175056219100952
clip_vit_b_32,grayscale,7797,0.8670786619186401
clip_vit_b_32,grayscale,4609,0.8330775499343872
clip_vit_b_32,grayscale,81,1.0
clip_vit_b_32,grayscale,5580,0.8816940188407898
clip_vit_b_32,grayscale,3024,0.9322927594184875
clip_vit_b_32,grayscale,2766,0.9096701741218567
clip_vit_b_32,grayscale,5000,0.954334557056427
clip_vit_b_32,grayscale,2610,0.8793812394142151
clip_vit_b_32,grayscale,2024,0.8815604448318481
clip_vit_b_32,grayscale,6097,0.9252731800079346
clip_vit_b_32,grayscale,964,0.9115306735038757
clip_vit_b_32,grayscale,7634,0.9549188613891602
clip_vit_b_32,grayscale,6434,0.9089069366455078
clip_vit_b_32,grayscale,5183,0.8895962238311768
clip_vit_b_32,grayscale,6986,0.9010776281356812
clip_vit_b_32,grayscale,645,0.9012750387191772
clip_vit_b_32,grayscale,3347,0.9242100715637207
clip_vit_b_32,grayscale,5677,0.911892294883728
clip_vit_b_32,grayscale,3412,0.8744202852249146
clip_vit_b_32,grayscale,3937,0.8618947863578796
clip_vit_b_32,grayscale,873,0.9564185738563538
clip_vit_b_32,grayscale,2167,0.88258957862854
clip_vit_b_32,grayscale,6490,0.8919224739074707
clip_vit_b_32,grayscale,738,0.9180358052253723
clip_vit_b_32,grayscale,6616,0.924069881439209
clip_vit_b_32,grayscale,4093,0.9028454422950745
clip_vit_b_32,grayscale,5788,0.8827858567237854
clip_vit_b_32,grayscale,7818,0.9575673937797546
clip_vit_b_32,grayscale,304,0.8558425307273865
clip_vit_b_32,grayscale,2082,0.887019157409668
clip_vit_b_32,grayscale,2746,0.8955467343330383
clip_vit_b_32,grayscale,7944,0.8515745997428894
clip_vit_b_32,grayscale,6689,0.9044554829597473
clip_vit_b_32,grayscale,2414,0.855329155921936
clip_vit_b_32,grayscale,3779,0.942414402961731
clip_vit_b_32,grayscale,2095,0.948928952217102
clip_vit_b_32,grayscale,7262,0.9106553196907043
clip_vit_b_32,grayscale,5694,0.9035661220550537
clip_vit_b_32,grayscale,7413,0.9532197117805481
clip_vit_b_32,grayscale,6805,0.9085362553596497
clip_vit_b_32,grayscale,3446,0.8908418416976929
clip_vit_b_32,grayscale,2807,0.8835658431053162
clip_vit_b_32,grayscale,7940,0.8893795013427734
clip_vit_b_32,grayscale,4172,0.9068071842193604
clip_vit_b_32,grayscale,7744,0.9591484069824219
clip_vit_b_32,grayscale,1586,0.9068741202354431
clip_vit_b_32,grayscale,7999,0.9076573848724365
clip_vit_b_32,grayscale,6349,0.8141337037086487
clip_vit_b_32,grayscale,6594,0.9286199808120728
clip_vit_b_32,grayscale,2109,0.9252054691314697
clip_vit_b_32,grayscale,3079,0.8633596897125244
clip_vit_b_32,grayscale,2070,0.8258206248283386
clip_vit_b_32,grayscale,319,0.9215943217277527
clip_vit_b_32,grayscale,2888,0.8829011917114258
clip_vit_b_32,grayscale,6224,0.8693532347679138
clip_vit_b_32,grayscale,3353,0.8971640467643738
clip_vit_b_32,grayscale,6244,0.879399836063385
clip_vit_b_32,grayscale,4704,0.9036619067192078
clip_vit_b_32,grayscale,2427,0.9122608304023743
clip_vit_b_32,grayscale,7995,0.8316464424133301
clip_vit_b_32,grayscale,1124,0.9192498922348022
clip_vit_b_32,grayscale,6733,0.8859753608703613
clip_vit_b_32,grayscale,2062,0.8974343538284302
clip_vit_b_32,grayscale,805,0.8379515409469604
clip_vit_b_32,grayscale,2028,0.8889697194099426
clip_vit_b_32,grayscale,2392,0.9191379547119141
clip_vit_b_32,grayscale,3292,0.749178946018219
clip_vit_b_32,grayscale,1440,0.9412055015563965
clip_vit_b_32,grayscale,1115,0.8544440269470215
clip_vit_b_32,grayscale,4242,0.8695997595787048
clip_vit_b_32,grayscale,2230,0.8121061325073242
clip_vit_b_32,grayscale,3163,0.924454391002655
clip_vit_b_32,grayscale,545,0.7977115511894226
clip_vit_b_32,grayscale,3863,0.9250460267066956
clip_vit_b_32,grayscale,4748,0.944263756275177
clip_vit_b_32,grayscale,2399,0.9271101951599121
clip_vit_b_32,grayscale,4341,0.8835280537605286
clip_vit_b_32,grayscale,3078,0.9671072959899902
clip_vit_b_32,grayscale,3763,0.9306964874267578
clip_vit_b_32,grayscale,2958,0.9322344064712524
clip_vit_b_32,grayscale,6381,0.8514674305915833
clip_vit_b_32,grayscale,1640,0.9365723133087158
clip_vit_b_32,grayscale,1783,0.8892025351524353
clip_vit_b_32,grayscale,3914,0.9388992786407471
clip_vit_b_32,grayscale,1534,0.9882498383522034
clip_vit_b_32,grayscale,685,0.9390239715576172
clip_vit_b_32,grayscale,4617,0.9067364931106567
clip_vit_b_32,grayscale,5508,0.9155327081680298
clip_vit_b_32,grayscale,1022,0.8076140880584717
clip_vit_b_32,grayscale,1230,0.8408920168876648
clip_vit_b_32,grayscale,7475,0.9121108651161194
clip_vit_b_32,grayscale,5756,0.9771517515182495
clip_vit_b_32,grayscale,3122,0.8618499636650085
clip_vit_b_32,grayscale,7202,0.8794049024581909
clip_vit_b_32,grayscale,4723,0.8857280015945435
clip_vit_b_32,grayscale,1552,0.8956616520881653
clip_vit_b_32,grayscale,603,0.9215733408927917
clip_vit_b_32,grayscale,2861,1.0000001192092896
clip_vit_b_32,grayscale,6426,0.9659267663955688
clip_vit_b_32,grayscale,7864,0.8824224472045898
clip_vit_b_32,grayscale,5729,0.8743281364440918
clip_vit_b_32,grayscale,7474,0.9000999927520752
clip_vit_b_32,grayscale,4298,0.9158004522323608
clip_vit_b_32,grayscale,1175,0.9597541093826294
clip_vit_b_32,grayscale,3454,0.9346470236778259
clip_vit_b_32,grayscale,2754,0.8818923830986023
clip_vit_b_32,grayscale,855,0.9100579023361206
clip_vit_b_32,grayscale,2854,0.8989465832710266
clip_vit_b_32,grayscale,5092,0.888458251953125
clip_vit_b_32,grayscale,5590,0.8963826298713684
clip_vit_b_32,grayscale,4463,0.9398003816604614
clip_vit_b_32,grayscale,5318,0.9360981583595276
clip_vit_b_32,grayscale,3515,0.9357928037643433
clip_vit_b_32,grayscale,4642,0.9121202230453491
clip_vit_b_32,grayscale,852,0.9374098181724548
clip_vit_b_32,grayscale,1247,0.9214941263198853
clip_vit_b_32,grayscale,7084,0.9470463991165161
clip_vit_b_32,grayscale,5301,0.8445490598678589
clip_vit_b_32,grayscale,5082,0.8591203689575195
clip_vit_b_32,grayscale,5077,0.9013556241989136
clip_vit_b_32,grayscale,1563,0.9055506587028503
clip_vit_b_32,grayscale,29,0.9999998211860657
clip_vit_b_32,grayscale,3867,0.9267643690109253
clip_vit_b_32,grayscale,4620,0.866544246673584
clip_vit_b_32,grayscale,4065,0.9013220071792603
clip_vit_b_32,grayscale,1095,0.9199051856994629
clip_vit_b_32,grayscale,4229,0.9062865972518921
clip_vit_b_32,grayscale,3562,0.9205586910247803
clip_vit_b_32,grayscale,2342,0.8521698713302612
clip_vit_b_32,grayscale,1667,0.9999999403953552
clip_vit_b_32,grayscale,7033,0.8841729760169983
clip_vit_b_32,grayscale,1771,0.9135414958000183
clip_vit_b_32,grayscale,3157,0.8136578798294067
clip_vit_b_32,grayscale,3851,0.9550517797470093
clip_vit_b_32,grayscale,1287,0.8932790756225586
clip_vit_b_32,grayscale,7320,0.8971050977706909
clip_vit_b_32,grayscale,7600,0.8530036211013794
clip_vit_b_32,grayscale,3852,0.8789310455322266
clip_vit_b_32,grayscale,269,0.8685302734375
clip_vit_b_32,grayscale,1703,0.8887737989425659
clip_vit_b_32,grayscale,7776,0.7903363704681396
clip_vit_b_32,grayscale,3891,0.8704046010971069
clip_vit_b_32,grayscale,7009,0.875789225101471
clip_vit_b_32,grayscale,4893,0.9396726489067078
clip_vit_b_32,grayscale,2351,0.9226517081260681
clip_vit_b_32,grayscale,3550,0.9290364980697632
clip_vit_b_32,grayscale,5719,0.922206699848175
clip_vit_b_32,grayscale,1884,0.9264047741889954
clip_vit_b_32,grayscale,2898,0.920861005783081
clip_vit_b_32,grayscale,4640,0.8353800773620605
clip_vit_b_32,grayscale,7610,0.913658618927002
clip_vit_b_32,grayscale,1833,0.9208073019981384
clip_vit_b_32,grayscale,6455,0.8850572109222412
clip_vit_b_32,grayscale,3893,0.8252850770950317
clip_vit_b_32,grayscale,4731,0.9335733652114868
clip_vit_b_32,grayscale,929,0.9409681558609009
clip_vit_b_32,grayscale,3962,0.9347120523452759
clip_vit_b_32,grayscale,3778,0.9698301553726196
clip_vit_b_32,grayscale,1429,0.8925882577896118
clip_vit_b_32,grayscale,49,0.8763984441757202
clip_vit_b_32,grayscale,276,0.8884789347648621
clip_vit_b_32,grayscale,6076,0.8976895809173584
clip_vit_b_32,grayscale,1389,0.9407158493995667
clip_vit_b_32,grayscale,3362,0.8735649585723877
clip_vit_b_32,grayscale,317,0.8877537250518799
clip_vit_b_32,grayscale,4675,0.9263333082199097
clip_vit_b_32,grayscale,5924,0.9241688251495361
clip_vit_b_32,grayscale,198,0.9077519774436951
clip_vit_b_32,grayscale,7779,0.827538251876831
clip_vit_b_32,grayscale,4054,0.8169153928756714
clip_vit_b_32,grayscale,5556,0.9362977743148804
clip_vit_b_32,grayscale,2687,0.8368155360221863
clip_vit_b_32,grayscale,1202,0.8822883367538452
clip_vit_b_32,grayscale,97,0.8463420271873474
clip_vit_b_32,grayscale,6033,0.8432727456092834
clip_vit_b_32,grayscale,1711,0.9290788769721985
clip_vit_b_32,grayscale,1430,0.846905529499054
clip_vit_b_32,grayscale,739,0.8812414407730103
clip_vit_b_32,grayscale,3491,0.8297553062438965
clip_vit_b_32,grayscale,1568,0.873217761516571
clip_vit_b_32,grayscale,1211,0.8938789367675781
clip_vit_b_32,grayscale,4913,0.9098489880561829
clip_vit_b_32,grayscale,2502,0.9272294044494629
clip_vit_b_32,grayscale,2539,0.8509219884872437
clip_vit_b_32,grayscale,979,0.922532856464386
clip_vit_b_32,grayscale,6354,0.8816986083984375
clip_vit_b_32,grayscale,4735,0.887912392616272
clip_vit_b_32,grayscale,5912,0.8713900446891785
clip_vit_b_32,grayscale,3844,0.8716855049133301
clip_vit_b_32,grayscale,1263,0.9038956165313721
clip_vit_b_32,grayscale,3404,0.9535700678825378
clip_vit_b_32,grayscale,3905,0.9328813552856445
clip_vit_b_32,grayscale,1596,0.9222162365913391
clip_vit_b_32,grayscale,3083,0.8753823637962341
clip_vit_b_32,grayscale,2003,0.8981989026069641
clip_vit_b_32,grayscale,5030,0.8781927227973938
clip_vit_b_32,grayscale,95,0.9103555679321289
clip_vit_b_32,grayscale,2757,0.905612051486969
clip_vit_b_32,grayscale,3413,0.9042850732803345
clip_vit_b_32,grayscale,5488,0.9020364284515381
clip_vit_b_32,grayscale,4827,0.9144719243049622
clip_vit_b_32,grayscale,1877,0.7678315043449402
clip_vit_b_32,grayscale,2157,0.8756420612335205
clip_vit_b_32,grayscale,4821,0.8758586645126343
clip_vit_b_32,grayscale,4953,0.9145652651786804
clip_vit_b_32,grayscale,5525,0.9247934222221375
clip_vit_b_32,grayscale,5381,0.8851737380027771
clip_vit_b_32,grayscale,672,0.9255938529968262
